final_id,comment_text,comment_id,platform,source_name,date,likesCount,food_appreciation,food_complaint,food_recommendation,food_inquiry,service_appreciation,service_complaint,service_recommendation,service_inquiry,place_appreciation,place_complaint,place_recommendation,place_inquiry,delivery_appreciation,delivery_complaint,delivery_recommendation,delivery_inquiry,price_appreciation,price_complaint,price_recommendation,price_inquiry,treatment_appreciation,treatment_complaint,treatment_recommendation,treatment_inquiry,out_of_scope
531527,خاوتى فريتوز مليحة غاز او كهربائية,44926,tiktok,@plaquiste_oran,2026-01-02T20:15:28.027323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138316,هههه و الله مانڨي صح وناكل صبعي مورى الماكلة بصح تاع مرتي فدار . الحمدلله,12789,Facebook,Restaurant San Benito,2025-10-13T12:55:22.000Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
924758,علاه 500الف قليل واقيلات الله يهديك يا بولحية,9833,Facebook,Dz Forest Restaura,2025-10-12T20:03:29.000Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138328,الاسعار في متناول كرسيتيانو,26756,tiktok,@seven.times,2026-01-02T18:39:12.892926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531552,المشعريين منين تكون الماكله يكونو تم,11058,Facebook,Restaurant Casa Bella - Draria,2025-07-28T09:39:47.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
662633,"Je suggere pas du tout , aucun respect , on a était servie 1 heur apres la commande , tout en sachant que 3 table on était servie avant nous tt en sachant quils sont venu apres nous cest grave tres grave meme , a déconseiller . Et le pire dans l'histoire c'est que le propriétaire a entendu tt l'histoire et il s'en fouté carrément. Voila",4583,Google Maps,هشام كوك بيتزا,2023-12-08T21:54:46.417Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924784,كليوم ولا مره فى اسبوع,24404,tiktok,@differencefood,2026-01-02T18:29:19.390504,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
793712,Très belle vue,24778,tiktok,@laturquoisehotel,2026-01-02T18:30:29.288090,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662651,"C t bon mais il y avait trop de monde, le service était lent.",6451,Google Maps,Casbah Istanbul,2018-07-28T12:02:09.441Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662652,طوماطيش كحلة ولاصوص راحت,11562,Facebook,Restaurant San Benito,2025-07-27T12:09:38.000Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138380,"Excellent restaurant, très belle décoration, on y mange bien. Le service est top également.",5394,Google Maps,Casbah Istanbul القصبة اسطنبول,2023-08-15T11:58:05.131Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400531,A baissé en qualité et augmenté en prix,3245,Google Maps,تاج محل بن عكنون,2019-08-07T11:00:28.486Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269460,الاسعار؟,1089,instagram,imstarvingfood,2024-10-03T17:44:41.000Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924824,رحتلو شحال من مرة ماكلتو بنينة القعدة اسي كالم تهبل مي قبل أسعار كانت ملاحة درك زادو فالأسعار,58106,tiktok,@vilageneige_annaba,2026-01-02T21:19:45.812454,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
793756,Très bon gâteau,3939,Google Maps,L’Alchimiste Pâtisserie,2021-11-06T23:38:24.465Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269469,Nice place but crowded,6346,Google Maps,Casbah Istanbul,2020-02-23T13:45:02.070Z,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531617,ربي يعينكم نشالله خطرة في الزمان ماشي خصارة,8952,Facebook,Dz Forest Restaura,2025-10-13T19:05:06.000Z,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531626,beauté et cuisine,25026,tiktok,@el_marssem,2026-01-02T18:32:20.590395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793773,Cadre incroyable  Merci pour la découverte [APPRECIATION],70356,tiktok,@le_petit_chalet,2026-01-02T22:00:19.687364,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400559,c'est ouvert le dimanche et quel est la ligne métro à prendre ?,35704,tiktok,@sinai,2026-01-02T19:28:23.544300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
531643,L'appitééé mala,48884,tiktok,@le77tizi,2026-01-02T20:38:55.682653,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
793790,1 Elle. 2 veut. 3 ropose.,10094,Facebook,"  Sultan Restaurants


",2025-10-30T11:36:03.000Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269506,"Souvenez vous bien Mon fils est le petit client de mega pizza, assistant des l ouverture  [APPRECIATION]",1402,instagram,megapizza_kouba,2025-08-04T14:25:41.000Z,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269514,الحومة ياه,43654,tiktok,@serir_alger,2026-01-02T20:09:40.211830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
793802,هذي تسلك عليها وفي دار نن,41904,tiktok,@street_food,2026-01-02T19:57:54.385401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400589,لبلاصة تهبل و حتى service مليح,56558,tiktok,@terre_et_mer_annaba,2026-01-02T21:15:46.820001,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
924881,Sincèrement pizza très ordinaire ce n’était pas wow et le temps d’attente malheureusement est interminable,4559,Google Maps,هشام كوك بيتزا,2023-12-15T21:25:36.477Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138449,وينو اللحم,10119,Facebook,Restaurant Tabarka Annaba,2025-12-31T14:36:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924890,"On a mangé en famille dans ce restaurant, le 19/04/25. On a été bien accueilli, on a été déçu du service, vu que le service n’est pas très professionnel… on a commandé, entre autres, des frites, et des boissons, qui ont été servis en fin de repas qu’on a donc pas accepté de prendre … et ceci malgré des rappels récurrents aux serveurs. Pas de geste commercial ni d’excuses.",7135,Google Maps,Restaurant À Petit Feu,2025-04-20T09:04:29.304Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531682,Le prix ?,1832,instagram,sinai.dz,2025-03-17T09:02:14.000Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531686,Franchement les prix sont supers ! Mieux que de manger un sandwich de l’arnaque à 500 da,37542,tiktok,@restaurant.madala,2026-01-02T19:34:56.280235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793833,البيتزا سيئة للغاية,4980,Google Maps,Hicham cook pizza pasta,2019-07-16T19:07:46.028Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400623,نجي عندك تعرضيني لفطور شي نهار  [BOUFFE],19990,tiktok,@villa_frere,2026-01-02T18:17:42.664330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138481,c'est sous réservation,27734,tiktok,@thala,2026-01-02T18:45:03.223426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269554,Bessahtek. Un vrai délice.,72704,tiktok,@pont_hydra,2026-01-02T22:13:33.232295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400626,والله ما ناكل من يدك و نموت بشر يا وجه الشر و دراهمي لي يقلشوني ماشي انتي يا لخنانة,13525,Facebook,Restaurant San Benito,2025-12-29T17:49:54.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400631,وشبيك ماقلتيناش بنين ولا لا,50894,tiktok,@broaster_chiken,2026-01-02T20:59:47.253782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138496,diro livraison a hussein dey ?,48752,tiktok,@cassecroute_dz,2026-01-02T20:37:03.092939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
269568,سلام عليكم لأوقات انتاع لفتح والغلق,10813,Facebook,Restaurant Casa Bella - Draria,2025-07-27T12:42:22.000Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400642,J’ai souvent croisé Djeriou et khassani la bas  [APPRECIATION],66314,tiktok,@elbey_oran,2026-01-02T21:49:58.503728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138499,اسعار متناول لعبي ريال مدريد,18432,tiktok,@helena,2026-01-02T18:16:11.904533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138502,Très bon Restaurant super service et on manger très bien. Me dommage on respecte pas les personnes Handicapés et trop d'attendre,5968,Google Maps,Casbah Istanbul,2024-08-16T22:38:00.199Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138505,Franchement très bon restaurant sa l’air super bon juste les nom du restaurant qui m’intrigues pourquoi le nommé tabatkah alor que ya rien de tunisien après ce que je vois et que tu pourrai bien l’appeler hippon ou bone par exemple,18252,tiktok,@restaurantabarkannaba,2026-01-02T18:15:16.237346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400652,واش من ولاية هادا امين svp,27964,tiktok,@amine.lacantine,2026-01-02T18:45:33.965629,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662799,500 الف قعدة في 10 فينا الارنب البري أو لي زابا اونسوس حادرين مع الجو أو لهوا نقي عن البربر اتحتث  ربي عاونكم [APPRECIATION],44332,tiktok,@dzforestrestaurants,2026-01-02T20:11:47.144735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400656,meilleurs acteur Algériens,69490,tiktok,@cote_oran,2026-01-02T21:57:58.741558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400657,كي ما تلقاش لي ياكل اتصل بيا,16206,tiktok,@mardoum,2026-01-02T18:08:07.097727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
793882,ماكلة تربي الكرش والمصاصيط,11088,Facebook,Restaurant Casa Bella - Draria,2025-07-30T16:43:35.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924960,"J'ai mangé que le Kunefe et la glace avec ma famille. Le service était correct même si j'ai vu quelque chose qu'un serveur a fait pour une autre table que j'ai trouvé moyen. La kunefe n'était pas vraiment super. Le fromage inexistant et ce n'est pas celui de la kunefe, le sirop était froid et la glace. C'était une glace a la vanille qu'on trouve en super marché. Même dans le 91 on trouve mieux. C'est dommage.",5832,Google Maps,Casbah istanbul,2025-08-08T17:06:27.080Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138531,المكان اخي,11501,Facebook,Restaurant San Benito,2025-10-13T19:57:36.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400681,"vraiment c'est pas ça du tout je suis allé j'ai été très déçu c'est cher, fade, et pas copieux du tout",35594,tiktok,@sinai,2026-01-02T19:28:17.247616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662825,Très très bien,2659,Google Maps,HichamCook Grill House,2023-08-26T11:30:48.820Z,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138545,hadi à mobilart?,69870,tiktok,@chtibo_oran,2026-01-02T21:58:36.398804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793906,كليت فيه وحد كرنطيطا بلفريت روعة [APPRECIATION],18292,tiktok,@helena,2026-01-02T18:16:08.811229,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138550,وين قريت هدا العلم,9650,Facebook,"  Sultan Restaurants


",2025-12-26T19:49:54.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138551,allait ibarek bravo le meilleur,28094,tiktok,@amine.lacantine,2026-01-02T18:45:37.890086,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138552,ان شاءالله نزوروكم,12326,Facebook,Restaurant San Benito,2025-10-13T14:59:19.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
531774,واه دروك نجي لاااا تقلقيش,13589,Facebook,Restaurant San Benito,2025-12-29T23:12:29.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
924990,Monteur,11821,Facebook,Restaurant San Benito,2025-07-27T16:41:10.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400705,ماشي حاجة,61820,tiktok,@maestro_dz13,2026-01-02T21:26:52.422321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924997,je suis la,67490,tiktok,@bladi_oran,2026-01-02T21:51:48.096316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269641,"Pizza infect, aucun gout, je vous le déconseille, ils devraient arreter de faire des pizzas.",4924,Google Maps,Hicham cook pizza pasta,2020-11-14T19:14:34.237Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793933,خليل رحماني وين هاذي في مالطا ولا يونان بركا متتمنيك بينا,10573,Facebook,Dz Forest Restaura,2025-10-13T10:58:21.000Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400719,كي نتفاهموا شكون فينا لي يخلص 74 ألف نجوا لعندك  [APPRECIATION],24976,tiktok,@woodgrill_dz,2026-01-02T18:32:03.111933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138581,شميت ريحة البلاد وريحة اللوبيا منا من ايطاليا [APPRECIATION],36162,tiktok,@sinai,2026-01-02T19:28:36.581730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925019,des bonne prix,37146,tiktok,@restaurant.madala,2026-01-02T19:34:46.646511,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925021,"J’y suis allé, j’ai beaucoup aimé personnel au top",62672,tiktok,@allechante,2026-01-02T21:30:54.725077,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269663,"Nice place but the food was not good, we ordered cheeseburgers they were awful.",3705,Google Maps,Laurel Restaurant,2024-11-13T07:42:03.310Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793955,باسكو الطاوه اللي اطيبو فيها كامل لڨوو تاع الماكلة على هدي تجي بنينة ههههههههههه,41614,tiktok,@street_food,2026-01-02T19:57:48.416246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400754,"L'accueil est absolument lamentable! On cours après les serveurs. Pas un sourire, pas de un mot agréable. Ils sont d'une indifférence insupportable. Vous regardent de haut et vous font sentir qu'il est temps de partir. Les plats sont corrects mais la considération du client est à revoir complètement.",6076,Google Maps,Casbah istanbul,2024-07-13T00:00:28.401Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269688,شحال توصيل للدويرة,33638,tiktok,@restaurant_gizay,2026-01-02T19:22:47.885234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400767,j’ai été tellement déçu franchement,71680,tiktok,@opium,2026-01-02T22:10:08.991111,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531865,صح ناس كامل تشكي منها كان مكان,58134,tiktok,@vilageneige_annaba,2026-01-02T21:19:45.885388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269730,"Voulant retester le nouveau américain dinner après sa réouverture, j'ai pris deux pizzas ( on été deux) la première 4 fromages en feu du bois et la deuxième beef américaine Les deux pizza étés fades , pas de goût spécial , une pizza basique Par contre les frites étaient très bonne À déconseiller pour les amateurs de pizza Il est loin du fameux américain dinner de 2019 C'est dommage",4718,Google Maps,Hicham cook pizza pasta,2023-12-03T19:56:54.835Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925103,j'ai été c'était très bon,34872,tiktok,@sinai,2026-01-02T19:27:59.300967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269763,TROP SEC LE RIZ,43236,tiktok,@tastycroustydz15,2026-01-02T20:05:12.220781,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269766,اسمحلي ماشي نقي و كليت عندهم طماطيش خخاسرة و اللحم ماشي فري,63906,tiktok,@silyon69,2026-01-02T21:33:16.602440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662996,تقد ب 15 دقيقة و يجي يرفد الطلبية ب 30 دقيقة و تستنا 60 دقيقة و كي تخرج تهدر مع لي في باب تقولوا طولتوا علينا يرد عليك ببرودة اعصاب مشكل سيستام,19988,tiktok,@villa_frere,2026-01-02T18:17:41.794355,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269787,لبنا نتاع لخماج متلقاهاش فدار,42520,tiktok,@street_food,2026-01-02T19:58:13.161077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794079,فالجزائر كل شيء ممكن توقع كلش,38840,tiktok,@kfc,2026-01-02T19:39:56.682360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138720,la vraie cuisine indo,3240,Google Maps,تاج محل بن عكنون,2019-09-06T12:12:38.479Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794081,لوكان تلاقيتك والله غير نجي شهيتني بصح القازوز ما رجعتوش كي حالتي ندير الريجيم والقازوز ما نسمحش فيه,16128,tiktok,@mardoum,2026-01-02T18:08:04.662563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663009,اجمل مايكون زروهم وماتندموش [APPRECIATION],60850,tiktok,@maestro_dz13,2026-01-02T21:23:30.472059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400899,هو ياكل ونتا تفرج عزيزي المشاهد  [BOUFFE],1861,instagram,snacky_time_kouba,2025-11-14T18:46:00.000Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
925189,C'est du frais ?,12141,Facebook,Restaurant San Benito,2025-10-13T21:29:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663050,C du bluff,11041,Facebook,Restaurant Casa Bella - Draria,2025-09-03T22:36:13.000Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663069,والسومة علاش ماهدرتيش عليها,22312,tiktok,@cezam,2026-01-02T18:23:35.099045,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
532011,Fail.,4383,Google Maps,هشام كوك بيتزا,2024-04-21T12:29:06.886Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269885,"Le service était bon, le serveur très agréable et disponible. Cependant le menu n'a presque plus rien a y avoir avec un ""Diner"" américain. Je ne pense pas qu'on se déplace vers un ""American diner"" pour manger du poulet à l'indienne ‍",4823,Google Maps,Hicham cook pizza pasta,2022-07-23T12:49:39.303Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532036,جين عندهم لكن ماعجبنيش السومه مشعل النار قرعه عمود 20الف لهبال,11220,Facebook,Restaurant Casa Bella - Draria,2025-09-17T00:48:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663117,مليحة [APPRECIATION],31706,tiktok,@entracte,2026-01-02T19:14:11.602590,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400981,Service hayal,4443,Google Maps,هشام كوك بيتزا,2024-02-12T18:13:02.878Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532054,I’m coming sahbi from USA inshallah,12080,Facebook,Restaurant San Benito,2025-10-13T20:36:17.000Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269913,"5eme fois en 1 mois et demi que j’y viens ! Accueil parfait des salariés, plat parfait ( tous), félicitation au chef et au personnel de l’établissement ! Je recommande les yeux fermés !",7636,Google Maps,Restaurant À Petit Feu,2024-01-13T19:40:35.251Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532058,on etait 4 a table 3 ont commandes des plats et une a commander une pizza la pizza est arrivé quand les plats ont etaient fini donc beaucoup de stresse,7882,Google Maps,Restaurant À Petit Feu,2023-06-04T21:09:56.459Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138850,نجي نتعشا ولا نكحل عليك  [APPRECIATION],13488,Facebook,Restaurant San Benito,2026-01-01T19:42:14.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400995,C'est vrai que c'est beau que le service est bien et que c'est bon mais nahiw mahrez de l'entrée il n'est pas dutout sympa 9alelna ya pas plus de place roho lel dwiret el 3ez après il nous a dit dabro raskoum win tgariw,2217,instagram,teyr_ellil,2025-03-25T21:43:31.000Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138860,مكان من فضلك,63364,tiktok,@santorino,2026-01-02T21:32:13.067121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269934,هنا ربي خلقنا غير نتفرجو بصحتك عمي مصطفى مصغري نبغيك ونبغي خدمتك توووووب,68726,tiktok,@cote_oran,2026-01-02T21:57:32.413709,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401021,c'est a côté de chez moi  [APPRECIATION],21776,tiktok,@maison_sardoudi,2026-01-02T18:22:31.840439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
532100,Muss Plus L'time Hbibi nrouhou nrouhou san benito khouya,13730,Facebook,Restaurant San Benito,2025-12-31T17:03:12.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
532107,كل مازاد لخماج وقدام الزيت كل ما زادت البنة,41974,tiktok,@street_food,2026-01-02T19:57:56.860854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925328,هذو الاطباق خاصين بالطبقة الراقية والناس لمرفهة هوما لي يعرفو la gastronomie و على كل حال انا هذو الاطباق مايشهيونيش بالعكس كينشوفهم نعافهم,9483,Facebook,"  Restaurant elassil








",2025-12-16T19:12:23.000Z,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663188,bonjour vous avez un site internet svp ?,31450,tiktok,@restaurantmonegasque,2026-01-02T19:13:04.841008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
925336,Sarhat Hakiri va faire un tour en cuisine tu parles comme une femme,9315,Facebook,,2025-12-30T00:42:22.000Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401048,نهار الخميس ديسبونيبل,55842,tiktok,@mfood.annaba,2026-01-02T21:14:12.053386,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
925338,mon préféré sur tizi vrmnt,21678,tiktok,@maison_sardoudi,2026-01-02T18:22:29.923806,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794266,الله بارك بين البنة,61626,tiktok,@guellil._.tasnim,2026-01-02T21:25:44.586367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532123,وين بلاصة تعيشي؟؟,56854,tiktok,@papillons827,2026-01-02T21:16:41.193382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794279,Pourquoi il y a d’autres façon pour les manger,73624,tiktok,@pont_hydra,2026-01-02T22:14:00.132575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925351,Très bon restaurant surtout la pizza fromage,6393,Google Maps,Casbah Istanbul,2019-08-19T19:19:06.267Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138923,il fait beau prix firr welah il fait de beaux prix je vais venir nchalah avec ma mère j'aime bien c'est plat  [APPRECIATION],37512,tiktok,@restaurant.madala,2026-01-02T19:34:56.280209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
